source_url	parsed_url
https://regex101.com/	https://regex101.com/static/assets/11__iPad_Pro__10.5__iPad_Pro_landscape.png
https://regex101.com/	https://regex101.com/static/assets/iPhone_14_Plus__iPhone_13_Pro_Max__iPhone_12_Pro_Max_landscape.png
https://regex101.com/	https://regex101.com/account/mine
https://regex101.com/	https://regex101.com/static/assets/iPhone_11_Pro_Max__iPhone_XS_Max_portrait.png
https://regex101.com/	https://regex101.com/static/assets/12.9__iPad_Pro_portrait.png
https://regex101.com/	https://regex101.com/static/assets/icon-192.png
https://regex101.com/	https://regex101.com/static/assets/iPhone_14__iPhone_13_Pro__iPhone_13__iPhone_12_Pro__iPhone_12_landscape.png
https://regex101.com/	https://regex101.com/static/assets/iPhone_14_Pro_landscape.png
https://regex101.com/	https://regex101.com/static/assets/10.9__iPad_Air_landscape.png
https://regex101.com/	https://regex101.com/static/vendors-quickref.8e49ecbfba241b316585.chunk.js
https://regex101.com/	https://regex101.com/static/23.ee0eed133cff7d36c3b3.css
https://regex101.com/	https://regex101.com/static/assets/icon-60.png
https://regex101.com/	https://regex101.com/static/assets/12.9__iPad_Pro_landscape.png
https://regex101.com/	https://regex101.com/static/assets/iPhone_14_Pro_Max_portrait.png
https://regex101.com/	https://regex101.com/quiz
https://regex101.com/	https://regex101.com/static/assets/iPhone_11__iPhone_XR_portrait.png
https://regex101.com/	https://regex101.com/library
https://regex101.com/	https://regex101.com/static/assets/iPhone_14_Pro_Max_landscape.png
https://regex101.com/	https://regex101.com/static/assets/icon-180.png
https://regex101.com/	https://regex101.com/static/assets/10.9__iPad_Air_portrait.png
https://regex101.com/	https://regex101.com/static/assets/manifest.webmanifest
https://regex101.com/	https://regex101.com/static/assets/icon-72.png
https://regex101.com/	https://regex101.com/static/assets/icon-114.png
https://regex101.com/	https://regex101.com/static/assets/icon-57.png
https://regex101.com/	https://regex101.com/static/assets/iPhone_11__iPhone_XR_landscape.png
https://regex101.com/	https://fonts.googleapis.com
https://regex101.com/	https://regex101.com/static/assets/11__iPad_Pro__10.5__iPad_Pro_portrait.png
https://www.mediamatters.org/	https://www.mediamatters.org/#twitter
https://www.mediamatters.org/	https://www.mediamatters.org/msnbc/most-cable-news-segments-anti-trans-legislation-2023-did-not-include-voices-trans-people
https://www.mediamatters.org/	https://www.mediamatters.org/steve-bannon/steve-bannon-attacks-imploding-republican-impeachment-effort-its-disgrace-and
https://www.mediamatters.org/	https://www.mediamatters.org/trumprussia/fox-news-really-doesnt-care-about-voluminous-evidence-trump-russia-malfeasance
https://www.mediamatters.org/	https://www.mediamatters.org/health-care/dont-believe-right-wing-media-propaganda-about-gop-support-ivf
https://www.mediamatters.org/	https://www.mediamatters.org/fox-news/fox-news-attempt-manufacture-biden-crime-crisis-runs-problem-violent-crime-down
https://www.mediamatters.org/	https://www.mediamatters.org/voter-fraud-and-suppression/when-maga-incs-alex-pfeiffer-condemned-trump-everything-happened
https://www.mediamatters.org/	https://www.instagram.com/mediamattersforamerica/
https://www.mediamatters.org/	https://www.mediamatters.org/steve-bannon/steve-bannon-democrats-are-planning-win-presidency-contingent-election-house
https://www.mediamatters.org/	https://www.facebook.com/Mediamatters/
https://www.mediamatters.org/	https://www.mediamatters.org/qanon-conspiracy-theory/trump-attorney-alina-habba-uses-qanon-show-push-january-6-conspiracy
https://www.mediamatters.org/	https://www.mediamatters.org/fox-news/fox-attacks-credibility-ukraine-smear-campaign-source-after-he-flips-fox
https://www.mediamatters.org/	https://www.mediamatters.org/matt-walsh/matt-walsh-says-people-who-are-confused-about-what-woman-are-unfit-frankly-most
https://www.mediamatters.org/	https://www.mediamatters.org/mark-levin/foxs-mark-levin-if-their-state-bans-particular-type-or-timing-abortion-they-can-travel
https://www.mediamatters.org/	https://www.mediamatters.org/brian-kilmeade/fox-host-compares-civil-fraud-judgment-against-trump-russian-opposition-leader-who
https://www.mediamatters.org/	https://www.mediamatters.org/heritage-foundation/guide-project-2025-extreme-right-wing-agenda-next-republican-administration
https://www.mediamatters.org/	https://www.mediamatters.org/rss.xml
https://www.mediamatters.org/	https://www.mediamatters.org/#study
https://www.mediamatters.org/	https://www.mediamatters.org/fox-friends/students-life-promotes-debunked-claim-medication-abortion-polluting-wastewater
https://www.mediamatters.org/	https://www.mediamatters.org/sites/default/files/css/css_oGZ7OLJDM4FApNs8xyoZMUIkjUZCXrNP16OA9NXAcMA.css
https://www.mediamatters.org/	https://www.mediamatters.org/contact-us
https://www.mediamatters.org/	https://use.typekit.net/jqh3ujo.css
https://www.mediamatters.org/	https://www.mediamatters.org/sites/default/files/css/css_TuEtHbGzed-qRPA7xLaf_vMvaqxJ-hf8PtFGlu9E57o.css
https://www.mediamatters.org/	https://www.mediamatters.org/new-york-times/maga-extremists-are-celebrating-mark-robinsons-antisemitism-and-extremism-mainstream
https://www.mediamatters.org/	https://www.mediamatters.org/privacy
https://www.mediamatters.org/	https://www.mediamatters.org/terms-conditions
https://www.mediamatters.org/	https://www.mediamatters.org/?page=0
https://www.mediamatters.org/	https://www.mediamatters.org/#audio
https://www.mediamatters.org/	https://www.mediamatters.org/news-analysis
https://www.mediamatters.org/	https://www.mediamatters.org/tim-pool/youtube-profiting-tim-pools-abhorrent-commentary-mass-shootings
https://www.mediamatters.org/	https://www.mediamatters.org/#video
https://www.mediamatters.org/	https://www.mediamatters.org/#instagram
https://www.mediamatters.org/	https://www.mediamatters.org/#youtube
https://www.mediamatters.org/	https://www.mediamatters.org/candace-owens/candace-owens-compares-anti-trans-conspiracy-against-first-lady-france-right-wing
https://www.mediamatters.org/	https://www.mediamatters.org/#arrow
https://www.mediamatters.org/	https://www.mediamatters.org/rumble/rumbles-self-proclaimed-absolute-real-best-content-promotes-conspiracy-theories
https://www.mediamatters.org/	https://www.mediamatters.org/fox-friends/fox-news-lets-trump-ramble-about-inflation-which-his-policies-would-actually-make-worse
https://www.mediamatters.org/	https://twitter.com/mmfa
https://www.mediamatters.org/	https://www.mediamatters.org/corrections
https://www.mediamatters.org/	https://www.mediamatters.org/#article
https://www.mediamatters.org/	https://www.mediamatters.org/#narrative
https://www.mediamatters.org/	https://www.mediamatters.org/lgbtq
https://www.mediamatters.org/	https://www.mediamatters.org/broadcast-networks/how-broadcast-tv-networks-covered-climate-change-2023
https://www.mediamatters.org/	https://www.mediamatters.org/steve-bannon/maga-media-send-message-trump-supporters-be-willing-go-jail
https://www.mediamatters.org/	https://www.mediamatters.org/climate-energy
https://www.mediamatters.org/	https://www.mediamatters.org/broadcast-networks/most-tv-news-networks-failed-mention-role-climate-change-texas-largest-wildfire
https://www.mediamatters.org/	https://www.mediamatters.org/libs-tiktok/timeline-impact-libs-tiktok-told-through-educators-health-care-providers-librarians
https://www.mediamatters.org/	https://www.mediamatters.org/voter-fraud-and-suppression/indicted-chaplain-trumps-georgia-case-using-fringe-right-wing-media
https://www.mediamatters.org/	https://www.mediamatters.org/themes/custom/mmfa_theme/favicon.ico
https://www.mediamatters.org/	https://www.mediamatters.org/abortion-rights-and-reproductive-health
https://www.mediamatters.org/	https://www.mediamatters.org/search
https://www.mediamatters.org/	https://www.mediamatters.org/sites/default/files/css/css_RU1WYR7X70QjhvL62_lE-Mmsn10zn8D85_M4ztVfCCs.css
https://www.mediamatters.org/	https://www.mediamatters.org/ben-shapiro/ben-shapiro-no-one-united-states-should-be-retiring-65-years-old
https://www.mediamatters.org/	https://www.mediamatters.org/christina-bobb
https://www.mediamatters.org/	https://www.mediamatters.org/charlie-kirk/charlie-kirk-defends-newly-charged-tpusa-linked-jan-6-insurrectionist-declaring-you
https://www.mediamatters.org/	https://www.mediamatters.org/studies
https://www.mediamatters.org/	https://www.mediamatters.org/fox-news/manufacturing-fear-how-fox-news-leveraged-images-innocent-22-year-old-fearmonger-about
https://www.mediamatters.org/	https://www.mediamatters.org/tiktok/conspiracy-theories-about-record-breaking-texas-wildfire-spread-online-after-biden-visited
https://www.mediamatters.org/	https://www.mediamatters.org/health-care/satanic-plant-and-facilitator-genocide-right-wing-medias-unhinged-response-olivia
https://www.mediamatters.org/	https://www.mediamatters.org/job-openings
https://www.mediamatters.org/	https://www.mediamatters.org/guns-public-safety
https://www.mediamatters.org/	https://www.mediamatters.org/?page=1
https://www.mediamatters.org/	https://www.mediamatters.org/immigration/secret-flights-dont-exist-what-right-wing-media-get-wrong-about-humanitarian-parole
https://www.mediamatters.org/	https://www.mediamatters.org/fox-news/virulent-antisemite-tells-jeanine-pirro-2nd-amendment-needed-take-care-these-vermin-who
https://www.mediamatters.org/	https://www.mediamatters.org/immigration/critical-context-missing-broadcast-news-reports-about-texas-unconstitutional-racial
https://www.mediamatters.org/	https://www.mediamatters.org/health-care/legislation-may-not-be-enough-allow-ivf-clinics-resume-operation-alabama-you-might-not
https://www.mediamatters.org/	https://www.mediamatters.org/#facebook
https://www.mediamatters.org/	https://www.mediamatters.org/
https://www.mediamatters.org/	https://www.mediamatters.org/fox-news/fox-news-oklahoma-state-superintendent-accuses-media-and-activist-groups-lying-about-death
https://www.mediamatters.org/	https://www.mediamatters.org/archives
https://www.mediamatters.org/	https://www.mediamatters.org/immigration/viral-right-wing-homesteading-influencers-are-demonizing-migrants-and-pushing-nativist
https://www.mediamatters.org/	https://action.mediamatters.org/secure/donate
https://www.mediamatters.org/	https://www.mediamatters.org/january-6-insurrection/peter-navarro-promotes-his-book-strip-mall-parking-lot-reporting-prison
https://www.mediamatters.org/	https://fonts.googleapis.com/css?family=Barlow:400,400i,600,600i,700,700i
https://www.mediamatters.org/	https://www.mediamatters.org/about
https://www.mediamatters.org/	https://www.mediamatters.org/new-york-times/news-outlets-trumpeted-hurs-story-now-discover-context-and-nuance-transcript
https://www.mediamatters.org/	https://www.mediamatters.org/fox-news/fox-news-buried-mike-pences-refusal-endorse-donald-trump
https://www.mediamatters.org/	https://www.mediamatters.org/submissions
https://www.mediamatters.org/	https://www.mediamatters.org/#main-content
https://www.mediamatters.org/	https://www.mediamatters.org/#search
https://www.mediamatters.org/	https://www.mediamatters.org/social-security/ben-shapiro-belly-flops-social-security-retirement-itself-stupid-idea
https://www.mediamatters.org/	https://www.mediamatters.org/lara-trump/lara-trump-still-touting-qanon-conspiracy-theorist-scott-presler-rnc-job
https://www.mediamatters.org/	https://www.mediamatters.org/steve-bannon/breitbarts-matt-boyle-says-house-gop-should-take-90-day-moratorium-fox-news-interviews
https://www.mediamatters.org/	https://www.mediamatters.org/sean-hannity/sean-hannity-proposes-rounding-homeless-veterans-and-sending-them-guantanamo-bay
https://www.mediamatters.org/	https://www.mediamatters.org/take-action
https://www.mediamatters.org/	https://www.mediamatters.org/#rss
https://www.mediamatters.org/	https://www.mediamatters.org/justice-civil-liberties/2023-most-mainstream-tv-news-coverage-anti-trans-violence-hit-all-time-low
https://www.mediamatters.org/	https://www.mediamatters.org/fox-news/fox-news-newt-gingrich-uses-ongoing-mass-shooting-maine-push-less-restrictive-gun-laws
https://www.mediamatters.org/	https://www.youtube.com/channel/UC_70iWZ6ym2cglS_kv5YfmA
https://www.mediamatters.org/	https://www.mediamatters.org/audio-video
https://www.bloomberg.com/markets/economics	https://www.bloomberg.com/notices/tos
https://www.bloomberg.com/markets/economics	https://www.bloomberg.com/feedback
